Chemawa Middle,Riverside,92503,http://chemawa.riversideunified.org/,Yes
Santa Fe Computer Science Magnet,Monrovia,91016,https://santafe.monroviaschools.net/,Yes
Sixth Avenue Elementary,Los Angeles,90018,https://6thave-lausd-ca.schoolloop.com/,Yes
Vanalden Avenue Elementary,Reseda,91335,https://www.vanaldenavees.org/,Yes
Lockhurst Drive Charter Elementary,Woodland Hills,91367,https://lockhurstdrivecharteres-lausd-ca.schoolloop.com/,Yes
Shoal Creek Elementary,San Diego,92128,https://www.powayusd.com/en-US/Schools/ES/SCES/Home,Yes
Podesta Ranch Elementary,Stockton,95209,https://podesta.lodiusd.net/,Yes
Mayflower Elementary,Monrovia,91016,https://mayflower.monroviaschools.net/,Yes
San Jose Elementary,Pomona,91767,https://sanjose.pusd.org/,Yes
Ranchito Avenue Elementary,Panorama City,91402,https://www.ranchitoelementary.org/,Yes
Rise Community,Oakland,94621,https://www.ousd.org/rise,Yes
Seventy-Fourth Street Elementary,Los Angeles,90047,https://74thstes-lausd-ca.schoolloop.com/,Yes
Sycamore Elementary,Orange,92868,https://www.orangeusd.org/sycamore-elementary-school,Yes
Main Street Elementary,Los Angeles,90011,https://maines-lausd-ca.schoolloop.com/,Yes
Rancho Mirage High,Rancho Mirage,92270,http://www.ranchomiragehighschool.org/,Yes
Rio Plaza Elementary,Oxnard,93036,https://rioschools.org/rioplaza/,Yes
Village Oaks High,Stockton,95207,https://vo.lusd.net/,Yes
Stevenson Elementary,Long Beach,90802,https://stevenson-lbusd-ca.schoolloop.com/,Yes
Liberty High,Lodi,95240,https://liberty.lodiusd.net/,Yes
Katherine Johnson STEM Academy,Los Angeles,90045,https://kjstemacademy.org/,Yes
San Jose Intermediate,Novato,94949,https://sanjose.nusd.org/,Yes
Stevenson Ranch Elementary,Stevenson Ranch,91381,https://www.newhallschooldistrict.com/Stevenson,Yes
Kraemer Middle,Placentia,92870,https://www.kraemerms.org/,Yes
Washington Middle,Pasadena,91103,https://www.pusd.us/washingtonms,Yes
Maple Primary Center,Los Angeles,90011,https://maplepc-lausd-ca.schoolloop.com/,Yes
Desert Springs Middle,Desert Hot Springs,92240,https://www.psusd.us/dsms,Yes
Stege Elementary,Richmond,94804,https://www.wccusd.net/stege,Yes
The High School at Moorpark College,Moorpark,93021,https://hsmc-moorpark-ca.schoolloop.com/,Yes
Middleton Street Elementary,Huntington Park,90255,https://middletones-lausd-ca.schoolloop.com/,Yes
MacArthur Elementary,Lakewood,90713,https://macarthur-lbusd-ca.schoolloop.com/,Yes
Wagner-Holt Elementary,Stockton,95209,https://wagnerholt.lodiusd.net/,Yes
Harvard Elementary,Los Angeles,90004,https://harvardes-lausd-ca.schoolloop.com/,Yes
Oak Hills Elementary,Oak Park,91377,https://www.oakparkusd.org/ohes,Yes
Ocean View Junior High,Oxnard,93033,https://ovjh.oceanviewsd.org/,Yes
Redlands Senior High,Redlands,92374,https://www.redlandsusd.net/rhs,Yes
Paradise Valley Engineering Academy,Morgan Hill,95037,https://paradise.mhusd.org/,Yes
Vista Colorado Elementary,Needles,92363,https://vces.needlesusd.org/,Yes
Cresson Elementary,Norwalk,90650,https://cresson.llcsd.net/,Yes
Spring Creek Matanzas Charter,Santa Rosa,95405,https://www.rvusd.org/o/spring-creek,Yes
Rio del Valle Middle,Oxnard,93036,https://rioschools.org/riodelvalle/,Yes
Dos Caminos Elementary,Camarillo,93010,https://www.pleasantvalleysd.org/Domain/9,Yes
Onaga Elementary,Yucca Valley,92284,http://www.morongousd.com/onagaelementaryschool_home.aspx,Yes
Hillside Elementary,Los Angeles,90031,https://hillside-lausd-ca.schoolloop.com/,Yes
Sycamore Elementary,Redding,96001,https://sycamore.reddingschools.net/,Yes
Burbank Elementary,Long Beach,90814,https://bbk-lbusd-ca.schoolloop.com/,Yes
Graham Elementary,Los Angeles,90001,https://grahames-lausd-ca.schoolloop.com/,Yes
Enchanted Hills Elementary,Perris,92570,https://www.perrisesd.org/Domain/8,Yes
Park Western Place Elementary,San Pedro,90732,https://parkwesternplacees-lausd-ca.schoolloop.com/,Yes
Maywood Center for Enriched Studies,Maywood,90270,https://srhs8-lausd-ca.schoolloop.com/,Yes
Huntington Drive Elementary,Los Angeles,90032,https://hdes-lausd-ca.schoolloop.com/,Yes
Monterey High,Monterey,93940,https://montereyhigh.mpusd.net/,Yes
Highland Elementary,Riverside,92507,http://highland.riversideunified.org/,Yes
Midland Elementary,Poway,92064,https://www.powayusd.com/en-US/Schools/ES/MIES/Home,Yes
Marianna Avenue Elementary,Los Angeles,90063,https://mariannaavees-lausd-ca.schoolloop.com/,Yes
