SCH_NAME,LCITY,LZIP
Hydesville Elementary,Hydesville,95547
Igo-Ono Elementary,Igo,96047
Ben Hulse Elementary,Imperial,92251
Frank M. Wright Middle,Imperial,92251
Imperial Ave. Holbrook High,Imperial,92251
Imperial High,Imperial,92251
T. L. Waggoner Elementary,Imperial,92251
Imperial Cross Elementary,Imperial,92251
Indian Diggings Elementary,Somerset,95684
Indian Springs Elementary,Big Bend,96011
Bennett/Kew TK-6 Elementary,Inglewood,90303
Centinela Elementary,Inglewood,90302
Crozier (George W.) Middle,Inglewood,90301
Highland Elementary,Inglewood,90302
Hudnall (Claude) Elementary,Inglewood,90301
Inglewood High,Inglewood,90301
Kelso (William H.) Elementary,Inglewood,90301
La Tijera K-8 Charter School Academy of Excellence,Inglewood,90302
Warren Lane TK-7 Elementary,Inglewood,90305
Morningside High,Inglewood,90303
Oak Street Elementary,Inglewood,90301
Frank D. Parent,Inglewood,90302
Beulah Payne P-8 STEAM Academy,Inglewood,90301
Woodworth-Monroe K-8 Academy,Inglewood,90303
Worthington Elementary,Inglewood,90303
Inglewood Continuation High,Inglewood,90301
City Honors International Preparatory High,Inglewood,90301
Island Elementary,Lemoore,93245
Jacoby Creek,Bayside,95524
Chinese Camp Elementary,Chinese Camp,95309
Jamestown Elementary,Jamestown,95327
Jamul Elementary,Jamul,91935
Oak Grove Middle,Jamul,91935
Jamul Intermediate,Jamul,91935
Janesville Elementary,Janesville,96114
Jefferson Elementary,Paicines,95043
Monticello Elementary,Tracy,95377
Jefferson,Tracy,95304
Tom Hawkins Elementary,Tracy,95377
Anthony C. Traina Elementary,Tracy,95377
Benjamin Franklin Intermediate,Colma,94015
Thomas R. Pollicita Middle,Daly City,94014
Daniel Webster Elementary,Daly City,94015
Fernando Rivera Intermediate,Daly City,94015
Franklin Delano Roosevelt Elementary,Daly City,94015
Garden Village Elementary,Colma,94015
George Washington Elementary,Daly City,94014
John F. Kennedy Elementary,Daly City,94014
Margaret Pauline Brown Elementary,Daly City,94015
Marjorie H. Tobias Elementary,Daly City,94015
Thomas Edison Elementary,Daly City,94015
Westlake Elementary,Daly City,94015
Woodrow Wilson Elementary,Daly City,94014
Susan B. Anthony Elementary,Daly City,94014
Thornton High,Daly City,94014
Jefferson High,Daly City,94014
Oceana High,Pacifica,94044
Terra Nova High,Pacifica,94044
Westmoor High,Daly City,94015
Carquinez Middle,Crockett,94525
Rodeo Hills Elementary,Rodeo,94572
John Swett High,Crockett,94525
Willow High,Crockett,94525
Johnstonville Elementary,Susanville,96130
Julian High,Julian,92036
Julian Elementary,Julian,92036
Julian Junior High,Julian,92036
Junction City Elementary,Junction City,96048
Junction Elementary,Palo Cedro,96073
Junction Elementary,Somes Bar,95568
Granite Hill Elementary,Jurupa Valley,92509
Glen Avon Elementary,Jurupa Valley,92509
Ina Arbuckle Elementary,Jurupa Valley,92509
Jurupa Middle,Jurupa Valley,92509
Mission Bell Elementary,Jurupa Valley,92509
Mission Middle,Jurupa Valley,92509
Nueva Vista Continuation High,Jurupa Valley,92509
Pacific Avenue Academy of Music,Jurupa Valley,92509
Pedley Elementary,Jurupa Valley,92509
Rubidoux High,Jurupa Valley,92509
Rustic Lane Elementary,Jurupa Valley,92509
Troth Street Elementary,Jurupa Valley,91752
Van Buren Elementary,Jurupa Valley,92509
West Riverside Elementary,Jurupa Valley,92509
Stone Avenue Elementary,Jurupa Valley,92509
Mira Loma Middle,Jurupa Valley,92509
Peralta Elementary,Jurupa Valley,92509
Sky Country Elementary,Jurupa Valley,91752
Indian Hills Elementary,Jurupa Valley,92509
Camino Real Elementary,Jurupa Valley,92509
Sunnyslope Elementary,Jurupa Valley,92509
Jurupa Valley High,Jurupa Valley,91752
Patriot High,Jurupa Valley,92509
Rivercrest Preparatory,Jurupa Valley,91752
Jurupa Unified Pre-K Readiness Center,Jurupa Valley,92509
Del Sol Academy,Jurupa Valley,91752
Ed Donaldson Education Center,Kelseyville,95451
Kelseyville Elementary,Kelseyville,95451
Kelseyville High,Kelseyville,95451
Riviera Elementary,Kelseyville,95451
Mountain Vista Middle,Kelseyville,95451
Kelseyville Community Day,Kelseyville,95451
Kelseyville Learning Academy,Kelseyville,95451
Anthony G. Bacich Elementary,Kentfield,94904
Adaline E. Kent Middle,Kentfield,94904
Kenwood Elementary,Kenwood,95452
Keppel Academy,Littlerock,93543
Alpine Elementary,Littlerock,93543
Antelope Elementary,Littlerock,93543
Lake Los Angeles Elementary,Palmdale,93591
Pearblossom Elementary,Pearblossom,93553
Daisy Gibson Elementary,Palmdale,93591
Desert View Community Day,Littlerock,93543
Enterprise High,Kerman,93630
Kerman High,Kerman,93630
Kerman-Floyd Elementary,Kerman,93630
Kerman Middle,Kerman,93630
Sun Empire Elementary,Kerman,93630
Liberty Elementary,Kerman,93630
Goldenrod Elementary,Kerman,93630
Centennial High,Bakersfield,93312
Arvin High,Arvin,93203
Bakersfield High,Bakersfield,93301
Central Valley High (Continuation),Shafter,93263
East Bakersfield High,Bakersfield,93306
Foothill High,Bakersfield,93306
Highland High,Bakersfield,93306
Kern Valley High,Lake Isabella,93240
North High,Bakersfield,93308
Nueva Continuation High,Lamont,93241
Shafter High,Shafter,93263
South High,Bakersfield,93304
Vista Continuation High,Bakersfield,93304
West High,Bakersfield,93309
Ridgeview High,Bakersfield,93313
Kern Workforce 2000 Academy,Bakersfield,93309
Liberty High,Bakersfield,93312
Vista West Continuation High,Bakersfield,93308
Stockdale High,Bakersfield,93311
Golden Valley High,Bakersfield,93307
Frontier High,Bakersfield,93314
Independence High,Bakersfield,93311
Mira Monte High,Bakersfield,93307
Tierra Del Sol Continuation High,Bakersfield,93307
Kernville Elementary,Kernville,93238
Woodrow W. Wallace Elementary,Lake Isabella,93240
Woodrow Wallace Middle,Lake Isabella,93240
Keyes Elementary,Keyes,95328
Keyes to Learning Charter,Keyes,95328
Barbara Spratling Middle,Hughson,95326
King City High,King City,93930
Portola-Butler Continuation High,King City,93930
Greenfield High,Greenfield,93927
Pinnacle Academy Charter - Independent Study,King City,93930
Chalone Peaks Middle,King City,93930
Santa Lucia Elementary,King City,93930
Del Rey Elementary,King City,93930
King City Arts Magnet,King City,93930
Special Education Preschool,King City,93930
Phoenix Academy Community Day,King City,93930
Alta Elementary,Reedley,93654
Citrus Middle,Orange Cove,93646
Dunlap Elementary,Dunlap,93621
General Grant Middle,Reedley,93654
Great Western Elementary,Reedley,93654
Jefferson Elementary,Reedley,93654
Kings Canyon Continuation,Dinuba,93618
Lincoln Elementary,Reedley,93654
McCord Elementary,Orange Cove,93646
Navelencia Middle,Reedley,93654
Reedley High,Reedley,93654
Riverview Elementary,Parlier,93648
Sheridan Elementary,Orange Cove,93646
Washington Elementary,Reedley,93654
Mountain View (Alternative),Reedley,93654
A. L. Conner Elementary,Orange Cove,93646
Thomas Law Reed Elementary,Reedley,93654
Orange Cove High,Orange Cove,93646
Silas Bartsch,Reedley,93654
Dunlap Leadership Academy,Dunlap,93621
Reedley Middle College High,Reedley,93654
KC KIDS Pre-School,Reedley,93654
Kings Canyon Unified School District Wide Preschools,Reedley,93654
Kings River Elementary,Kingsburg,93631
Kings River-Hardwick Elementary,Hanford,93230
Lincoln Elementary,Kingsburg,93631
Roosevelt Elementary,Kingsburg,93631
Washington Elementary,Kingsburg,93631
Central Valley Home,Kingsburg,93631
Rafer Johnson Junior High,Kingsburg,93631
Ronald W. Reagan Elementary,Kingsburg,93631
Island Community Day,Kingsburg,93631
Kingsburg High,Kingsburg,93631
Oasis Continuation High,Kingsburg,93631
Kingsburg Independent Study High,Kingsburg,93631
Kirkwood Elementary,Corning,96021
Kit Carson Elementary,Hanford,93230
Mid Valley Alternative Charter,Hanford,93230
Klamath River Elementary,Horse Creek,96050
Captain John Continuation High,Hoopa,95546
Hoopa Valley Elementary,Hoopa,95546
Hoopa Valley High,Hoopa,95546
Jack Norton Elementary,Hoopa,95546
Orleans Elementary,Orleans,95556
Trinity Valley Elementary,Willow Creek,95573
Weitchpec Elementary,Hoopa,95546
Kneeland Elementary,Kneeland,95549
Knights Ferry Elementary,Knights Ferry,95361
Knightsen Elementary,Knightsen,94548
Old River Elementary,Brentwood,94513
Burns Valley,Clearlake,95422
Carle (William C.) High (Continuation),Lower Lake,95457
East Lake,Clearlake Oaks,95423
Lower Lake High,Lower Lake,95457
Highlands Academy,Lower Lake,95457
Lower Lake Elementary,Lower Lake,95457
Richard H. Lewis Alternative,Clearlake,95422
Pomo,Clearlake,95422
Blue Heron,Lower Lake,95457
Konocti Preschool,Lower Lake,95457
Konocti Education Center,Clearlake,95422
La Canada Elementary,La Canada,91011
La Canada High,La Canada,91011
Paradise Canyon Elementary,La Canada,91011
Palm Crest Elementary,La Canada,91011
El Cerrito Elementary,La Habra,90631
Imperial Middle,La Habra,90631
Ladera Palma Elementary,La Habra,90631
Las Lomas Elementary,La Habra,90631
Las Positas Elementary,La Habra,90631
Sierra Vista Elementary,La Habra,90631
Walnut Elementary,La Habra,90631
Washington Middle,La Habra,90631
Arbolita Elementary,La Habra,90631
La Honda Elementary,La Honda,94020
Pescadero Elementary and Middle,Pescadero,94060
Pescadero High,Pescadero,94060
Avondale Elementary,Spring Valley,91977
Bancroft Elementary,Spring Valley,91977
Casa de Oro Elementary,Spring Valley,91977
Fletcher Hills Elementary,El Cajon,92020
Highlands Elementary,Spring Valley,91977
Kempton Street Literacy Academy,Spring Valley,91977
La Mesa Dale Elementary,La Mesa,91941
La Mesa Arts Academy,La Mesa,91942
La Presa Elementary,Spring Valley,91977
Sci Tech Engr Arts and Math Acad at La Presa,Spring Valley,91977
Lemon Avenue Elementary,La Mesa,91941
Loma Elementary,Spring Valley,91978
Maryland Avenue Elementary,La Mesa,91941
Murdock Elementary,La Mesa,91941
Murray Manor Elementary,La Mesa,91942
Northmont Elementary,La Mesa,91942
Parkway Middle,La Mesa,91942
Rancho Elementary,Spring Valley,91977
Rolando Elementary,La Mesa,91941
Spring Valley Academy,Spring Valley,91977
Sweetwater Springs Elementary,Spring Valley,91977
Quest Academy,Spring Valley,91977
Trust Blended Learning,La Mesa,91942
Burton Valley Elementary,Lafayette,94549
Happy Valley Elementary,Lafayette,94549
Lafayette Elementary,Lafayette,94549
M. H. Stanley Middle,Lafayette,94549
Springhill Elementary,Lafayette,94549
El Morro Elementary,Laguna Beach,92651
Laguna Beach High,Laguna Beach,92651
Thurston Middle,Laguna Beach,92651
Top of the World Elementary,Laguna Beach,92651
Laguna Elementary,Petaluma,94952
Cabrillo Elementary,Pacifica,94044
Ocean Shore Elementary,Pacifica,94044
Vallemar Elementary,Pacifica,94044
Sunset Ridge Elementary,Pacifica,94044
Ingrid B. Lacy Middle,Pacifica,94044
Ortega Elementary,Pacifica,94044
Pacifica Independent Home Study,Pacifica,94044
Linda Mar Educational Center,Pacifica,94044
Lagunita Elementary,Salinas,93907
Lagunitas Elementary,San Geronimo,94963
San Geronimo Valley Elementary,San Geronimo,94963
Lake Elementary,Orland,95963
Transitional Learning Center (Continuation),South Lake Tahoe,96150
Bijou Community,South Lake Tahoe,96150
Mt. Tallac High,South Lake Tahoe,96150
South Tahoe High,South Lake Tahoe,96150
South Tahoe Middle,South Lake Tahoe,96150
Tahoe Valley Elementary,South Lake Tahoe,96150
Sierra House Elementary,South Lake Tahoe,96150
Lake Tahoe Environmental Science Magnet,South Lake Tahoe,96150
Clear Lake High,Lakeport,95453
Lakeport Elementary,Lakeport,95453
Natural High (Continuation),Lakeport,95453
Terrace Middle,Lakeport,95453
Lakeport Alternative (Home School),Lakeport,95453
Lakeport Community Day,Lakeport,95453
Lakeside Elementary,Los Gatos,95033
Lakeside,Bakersfield,93311
Donald E. Suburu,Bakersfield,93313
Lakeside Elementary,Hanford,93230
Lakeside Farms Elementary,Lakeside,92040
Lakeside Middle,Lakeside,92040
Lakeview Elementary,Lakeside,92040
Lindo Park Elementary,Lakeside,92040
Riverview Elementary,Lakeside,92040
Tierra del Sol Middle,Lakeside,92040
Winter Gardens Elementary,Lakeside,92040
Lemon Crest Elementary,Lakeside,92040
Eucalyptus Hills Elementary,Lakeside,92040
Lakeside Early Advantage Preschool,Lakeside,92040
Lakeside Union Alternative Education,Lakeside,92040
Alicante Avenue Elementary,Lamont,93241
Lamont Elementary,Lamont,93241
Mountain View Middle,Bakersfield,93307
Myrtle Avenue Elementary,Lamont,93241
Desert View Elementary,Lancaster,93534
El Dorado Elementary,Lancaster,93535
Joshua Elementary,Lancaster,93535
Linda Verde Elementary,Lancaster,93535
Mariposa Elementary,Lancaster,93534
Monte Vista Elementary,Lancaster,93534
Piute Middle,Lancaster,93535
Sierra Elementary,Lancaster,93534
Sunnydale Elementary,Lancaster,93534
Lancaster Alternative and Virtual Academies,Lancaster,93534
New Vista Middle,Lancaster,93535
The Leadership Academy,Lancaster,93534
Amargosa Creek Middle,Lancaster,93536
Nancy Cory Elementary,Lancaster,93536
Lincoln Elementary,Lancaster,93535
Jack Northrop Elementary,Lancaster,93535
West Wind Elementary,Lancaster,93536
Endeavour Middle,Lancaster,93536
John and Jacquelyn Miller Elementary,Lancaster,93536
Discovery,Lancaster,93535
Early Childhood Education,Lancaster,93534
Fulton and Alsbury Academy of Arts and Engineering,Lancaster,93535
Hall Middle,Larkspur,94939
Neil Cummins Elementary,Corte Madera,94925
Cove,Corte Madera,94925
Bay Laurel Elementary,Calabasas,91302
Agoura High,Agoura,91301
Calabasas High,Calabasas,91302
Chaparral Elementary,Calabasas,91302
Indian Hills Continuation High,Agoura,91301
Lindero Canyon Middle,Agoura,91301
Lupin Hill Elementary,Calabasas,91302
Round Meadow Elementary,Calabasas,91302
Sumac Elementary,Agoura,91301
White Oak Elementary,Westlake Village,91361
Willow Elementary,Agoura,91301
Arthur E. Wright Middle,Calabasas,91302
Yerba Buena Elementary,Agoura Hills,91301
Alice C. Stelle Middle,Calabasas,91302
Mariposa School of Global Education,Agoura,91301
Buttercup Pre-School,Agoura Hills,91301
Lassen High,Susanville,96130
Lassen Community Day,Susanville,96130
Lassen View Elementary,Los Molinos,96055
Laton Middle,Laton,93242
Laton Elementary,Laton,93242
Laton High,Laton,93242
Latrobe Elementary,Shingle Springs,95682
Miller's Hill,Shingle Springs,95682
Billy Mitchell Elementary,Lawndale,90260
F. D. Roosevelt Elementary,Lawndale,90260
Mark Twain Elementary,Lawndale,90260
Will Rogers Middle,Lawndale,90260
William Anderson Elementary,Lawndale,90260
William Green Elementary,Lawndale,90260
Jane Addams Middle,Lawndale,90260
Lucille J. Smith Elementary,Lawndale,90260
Carson School,Hawthorne,90250
Le Grand Elementary,Le Grand,95333
Le Grand High,Le Grand,95333
Granada High,Le Grand,95333
Lemon Grove Academy for the Sciences and Humanities,Lemon Grove,91945
Monterey Heights Elementary,Lemon Grove,91945
Mt. Vernon,Lemon Grove,91945
San Altos Elementary,Lemon Grove,91945
San Miguel Elementary,Lemon Grove,91945
Vista La Mesa Academy,La Mesa,91941
Lemoore Elementary,Lemoore,93245
Meadow Lane Elementary,Lemoore,93245
P. W. Engvall Elementary,Lemoore,93245
Liberty Middle,Lemoore,93245
Cinnamon Elementary,Lemoore,93245
Lemoore University Elementary Charter,Lemoore,93245
Bridges Academy,Lemoore,93245
Lemoore High,Lemoore,93245
Jamison (Donald C.) High (Continuation),Lemoore,93245
Buford Elementary,Lennox,90304
Felton Elementary,Lennox,90304
Jefferson Elementary,Lennox,90304
Moffett Elementary,Lennox,90304
Lennox Middle,Lennox,90304
Dolores Huerta Elementary,Lennox,90304
Lennox Virtual Academy,Lennox,90304
Redwood Elementary,Shafter,93263
Richland Junior High,Shafter,93263
Golden Oak Elementary,Shafter,93263
Sequoia Elementary,Shafter,93263
Lewiston Elementary,Lewiston,96052
Liberty Elementary,Petaluma,94952
Liberty Primary,Petaluma,94952
Liberty Elementary,Tulare,93274
La Paloma High (Continuation),Brentwood,94513
Liberty High,Brentwood,94513
Freedom High,Oakley,94561
Independence High,Brentwood,94513
Heritage High,Brentwood,94513
Lincoln Union Elementary,Petaluma,94952
Colonial Heights,Stockton,95209
John R. Williams,Stockton,95207
Lincoln Elementary,Stockton,95207
Lincoln High,Stockton,95207
Mable Barron,Stockton,95219
Sierra Middle,Stockton,95207
Village Oaks High,Stockton,95207
Tully C. Knoles,Stockton,95207
Brookside,Stockton,95219
Claudia Landeen,Stockton,95219
Don Riggio,Stockton,95219
Special Education Preschool DIS,Stockton,95209
John McCandless Charter,Stockton,95207
Lincoln Unified Preschool,Stockton,95209
Glenwood Elementary,Stockton,95215
Linden Elementary,Linden,95236
Linden High,Linden,95236
Waterloo Elementary,Stockton,95215
Waverly Elementary,Stockton,95215
Pride Continuation,Stockton,95215
Jefferson Elementary,Lindsay,93247
Lindsay Senior High,Lindsay,93247
Washington Elementary,Lindsay,93247
John J. Cairns Continuation,Lindsay,93247
Lindsay Community Day,Lindsay,93247
Lincoln Elementary,Lindsay,93247
Reagan Elementary,Lindsay,93247
Roosevelt Elementary,Lindsay,93247
Kennedy Elementary,Lindsay,93247
Loma Vista Charter,Lindsay,93247
Lindsay Preschool,Lindsay,93247
Linns Valley-Poso Flat Elementary,Glennville,93226
Cresson Elementary,Norwalk,90650
Jersey Avenue Elementary,Santa Fe Springs,90670
Lake Center Middle,Santa Fe Springs,90670
Lakeland Elementary,Norwalk,90650
Lakeside Middle,Norwalk,90650
Lakeview Elementary,Santa Fe Springs,90670
William W. Orr Elementary,Norwalk,90650
Paddison Elementary,Norwalk,90650
Studebaker Elementary,Norwalk,90650
Little Shasta Elementary,Montague,96064
Green Acres Elementary,Santa Cruz,95062
Live Oak Elementary,Santa Cruz,95062
Shoreline Middle,Santa Cruz,95062
Del Mar Elementary,Santa Cruz,95062
Ocean Alternative Education Center,Santa Cruz,95062
Tierra Pacifica Charter,Santa Cruz,95062
Special Education Preschool,Santa Cruz,95062
Encinal Elementary,Live Oak,95953
Live Oak Middle,Live Oak,95953
Live Oak High,Live Oak,95953
Luther Elementary,Live Oak,95953
Valley Oak Continuation High,Live Oak,95953
Live Oak Alternative,Live Oak,95953
Leo R. Croce Elementary,Livermore,94551
Andrew N. Christensen Middle,Livermore,94551
Arroyo Seco Elementary,Livermore,94550
Del Valle Continuation High,Livermore,94550
Junction K-8,Livermore,94551
East Avenue Middle,Livermore,94550
Emma C. Smith Elementary,Livermore,94550
Granada High,Livermore,94550
Jackson Avenue Elementary,Livermore,94550
Joe Michell,Livermore,94550
Livermore High,Livermore,94550
Marylin Avenue Elementary,Livermore,94551
Rancho Las Positas Elementary,Livermore,94551
Sunset Elementary,Livermore,94550
William Mendenhall Middle,Livermore,94550
Altamont Creek Elementary,Livermore,94551
Vineyard Alternative,Livermore,94550
Lawrence Elementary,Livermore,94551
Campus Park Elementary,Livingston,95334
Livingston Middle,Livingston,95334
Selma Herndon Elementary,Livingston,95334
Yamato Colony Elementary,Livingston,95334
Livingston Stepping Stones Preschool,Livingston,95334
Sutherland Elementary,Stockton,95210
Davis Elementary,Stockton,95212
Oakwood Elementary,Stockton,95209
Erma B. Reese Elementary,Lodi,95242
George Washington Elementary,Lodi,95240
Heritage Elementary,Lodi,95240
Houston,Acampo,95220
Lakewood Elementary,Lodi,95242
Lawrence Elementary,Lodi,95240
Leroy Nichols Elementary,Lodi,95240
Liberty High,Lodi,95240
Live Oak Elementary,Lodi,95240
Lockeford Elementary,Lockeford,95237
Lodi High,Lodi,95242
Morada Middle,Stockton,95212
Lodi Middle,Lodi,95242
Tokay High,Lodi,95240
Victor Elementary,Victor,95253
Vinewood Elementary,Lodi,95242
Plaza Robles Continuation High,Stockton,95209
John Muir Elementary,Stockton,95209
Elkhorn,Stockton,95209
Clairmont Elementary,Stockton,95210
Independence,Lodi,95242
Henderson,Lodi,95242
Middle College High,Stockton,95207
Joe Serna Jr. Charter,Acampo,95220
Parklane Elementary,Stockton,95210
Creekside Elementary,Stockton,95209
Delta Sierra Middle,Stockton,95209
Wagner-Holt Elementary,Stockton,95209
Beckman Elementary,Lodi,95240
Bear Creek High,Stockton,95209
Westwood Elementary,Stockton,95210
Julia Morgan Elementary,Stockton,95209
Clyde W. Needham Elementary,Lodi,95240
Lois E. Borchardt Elementary,Lodi,95240
Ansel Adams,Stockton,95212
Millswood Middle,Lodi,95242
Christa McAuliffe Middle,Stockton,95209
Ellerth E. Larson Elementary,Lodi,95242
Manlio Silva Elementary,Stockton,95219
Ronald E. McNair High,Stockton,95210
George Lincoln Mosher,Stockton,95212
Woodbridge,Lodi,95242
Podesta Ranch Elementary,Stockton,95209
Walter J. Katnich Community Day,Lodi,95242
Turner Academy at Tokay Colony,Lodi,95240
Valley Robotics Academy,Lodi,95242
Loleta Elementary,Loleta,95551
C. T. English Middle,Los Gatos,95033
Loma Prieta Elementary,Los Gatos,95033
La Entrada Middle,Menlo Park,94025
Las Lomitas Elementary,Atherton,94027
Buena Vista Elementary,Lompoc,93436
Cabrillo High,Lompoc,93436
Crestview Elementary,Vandenberg Air Force Base,93437
Leonora Fillmore Elementary,Lompoc,93436
Arthur Hapgood Elementary,Lompoc,93438
La Canada Elementary,Lompoc,93436
Lompoc Valley Middle,Lompoc,93436
Lompoc High,Lompoc,93436
Los Berros Visual and Performing Arts Academy,Lompoc,93436
Maple High,Lompoc,93436
Clarence Ruth Elementary,Lompoc,93436
Vandenberg Middle,Vandenberg Air Force Base,93437
La Honda STEAM Academy,Lompoc,93436
Miguelito Elementary,Lompoc,93436
Mission Valley,Lompoc,93436
Dr Bob Forinash Community Day,Lompoc,93436
Lo-Inyo Elementary,Lone Pine,93545
Lone Pine High,Lone Pine,93545
Addams Elementary,Long Beach,90805
Bancroft Middle,Long Beach,90808
Barton Elementary,Long Beach,90807
Birney Elementary,Long Beach,90806
Bixby Elementary,Long Beach,90815
Bryant Elementary,Long Beach,90804
Burbank Elementary,Long Beach,90814
Burcham Elementary,Long Beach,90808
Bobbie Smith Elementary,Long Beach,90806
Carver Elementary,Long Beach,90808
Cleveland Elementary,Lakewood,90713
Jessie Nelson Academy,Signal Hill,90755
Cubberley K-8,Long Beach,90808
Edison Elementary,Long Beach,90802
Emerson Parkside Academy,Long Beach,90815
Franklin Classical Middle,Long Beach,90802
Fremont Elementary,Long Beach,90814
Gant Elementary,Long Beach,90815
Garfield Elementary,Long Beach,90810
Gompers K-8,Lakewood,90713
Grant Elementary,Long Beach,90805
Hamilton Middle,Long Beach,90805
Harte Elementary,Long Beach,90805
Henry,Long Beach,90808
Holmes Elementary,Lakewood,90712
Hoover Middle,Lakewood,90712
Hudson K-8,Long Beach,90810
Hughes Middle,Long Beach,90807
Jefferson Leadership Academies,Long Beach,90804
Jordan High,Long Beach,90805
Kettering Elementary,Long Beach,90803
King Elementary,Long Beach,90805
Lafayette Elementary,Long Beach,90806
Lakewood High,Lakewood,90713
Olivia Nieto Herrera Elementary,Long Beach,90804
Lincoln Elementary,Long Beach,90813
Lindbergh STEM Academy,Long Beach,90805
Longfellow Elementary,Long Beach,90807
Los Cerritos Elementary,Long Beach,90807
Lowell Elementary,Long Beach,90803
MacArthur Elementary,Lakewood,90713
Madison Elementary,Lakewood,90712
Mann Elementary,Long Beach,90803
Marshall Academy of the Arts,Long Beach,90808
McKinley Elementary,Long Beach,90805
Millikan High,Long Beach,90815
Muir K-8,Long Beach,90810
Naples Elementary,Long Beach,90803
Newcomb Academy,Long Beach,90808
Polytechnic High,Long Beach,90813
Prisk Elementary,Long Beach,90815
Reid High,Long Beach,90810
Riley Elementary,Lakewood,90712
Rogers Middle,Long Beach,90803
Roosevelt Elementary,Long Beach,90813
Signal Hill Elementary,Signal Hill,90755
Stanford Middle,Long Beach,90815
Stephens Middle,Long Beach,90810
Stevenson Elementary,Long Beach,90802
Tincher Preparatory,Long Beach,90815
Twain Elementary,Long Beach,90808
Washington Middle,Long Beach,90813
Webster Elementary,Long Beach,90810
Whittier Elementary,Long Beach,90813
Willard Elementary,Long Beach,90804
Wilson High,Long Beach,90804
Robinson Academy,Long Beach,90806
Cabrillo High,Long Beach,90810
Avalon K-12,Santa Catalina,90704
Powell Academy for Success,Long Beach,90805
Renaissance High School for the Arts,Long Beach,90813
Jenny Oropeza Elementary,Long Beach,90813
California Academy of Mathematics and Science,Carson,90747
Alvarado Elementary,Long Beach,90806
Educational Partnership High,Long Beach,90813
Chavez Elementary,Long Beach,90802
Select Community Day (Secondary),Long Beach,90815
Lindsey Academy,Long Beach,90805
Dooley Elementary,Long Beach,90805
Beach High-Intensive Learning Program,Long Beach,90815
Ernest S. McBride Sr. High,Long Beach,90808
Eunice Sato Academy of Math & Science,Long Beach,90815
Helen Keller Middle,Long Beach,90808
Richard D. Browning High,Long Beach,90804
Franklin Elementary,Loomis,95650
Loomis Elementary,Loomis,95650
Placer Elementary,Loomis,95650
Ophir STEAM Academy,Newcastle,95658
H. Clarke Powers Elementary,Loomis,95650
Penryn Elementary,Penryn,95663
Loomis Basin Charter,Loomis,95650
Richard Henry Lee Elementary,Los Alamitos,90720
Oak Middle,Los Alamitos,90720
Jack L. Weaver Elementary,Los Alamitos,90720
Francis Hopkinson Elementary,Los Alamitos,90720
Los Alamitos Elementary,Los Alamitos,90720
Los Alamitos High,Los Alamitos,90720
Sharon Christa McAuliffe Middle,Los Alamitos,90720
Rossmoor Elementary,Los Alamitos,90720
J. H. McGaugh Elementary,Seal Beach,90740
Almond Elementary,Los Altos,94022
Georgina P. Blach Junior High,Los Altos,94024
Ardis G. Egan Junior High,Los Altos,94022
Loyola Elementary,Los Altos,94024
Oak Avenue Elementary,Los Altos,94024
Santa Rita Elementary,Los Altos,94022
Springer Elementary,Mountain View,94040
Covington Elementary,Los Altos,94024
Gardner Bullis Elementary,Los Altos Hills,94022
LASD Preschool,Los Altos,94024
Sara Coughlin Elementary,Pacoima,91331
Esperanza Elementary,Los Angeles,90017
Walnut Park Elementary,Huntington Park,90255
Frank Lanterman,Los Angeles,90007
Youth Opportunities Unlimited,Los Angeles,90044
Los Angeles Elementary,Los Angeles,90006
John Adams Middle,Los Angeles,90007
Jane Addams Continuation,Granada Hills,91344
William Tell Aggeler Opportunity High,Chatsworth,91311
Albion Street Elementary,Los Angeles,90031
Aldama Elementary,Los Angeles,90042
Alexandria Avenue Elementary,Los Angeles,90004
John R. Wooden High,Reseda,91335
Allesandro Elementary,Los Angeles,90039
Alta Loma Elementary,Los Angeles,90019
Ambler Avenue Elementary,Carson,90746
Amestoy Elementary,Gardena,90247
Anatola Avenue Elementary,Lake Balboa,91406
Andasol Avenue Elementary,Northridge,91325
Angel's Gate (Continuation),San Pedro,90731
Angeles Mesa Elementary,Los Angeles,90043
Ann Street Elementary,Los Angeles,90012
Annalee Avenue Elementary,Carson,90746
Annandale Elementary,Los Angeles,90042
Apperson Street Elementary,Sunland,91040
Aragon Avenue Elementary,Los Angeles,90065
Westside Global Awareness Magnet,Marina Del Rey,90292
Mid-City's Prescott School of Enriched Sciences,Los Angeles,90018
Arlington Heights Elementary,Los Angeles,90019
Arminta Street Elementary,North Hollywood,91605
Ascot Avenue Elementary,Los Angeles,90011
Atwater Avenue Elementary,Los Angeles,90039
Audubon Middle,Los Angeles,90008
Dan M. Issacs Avalon High,Wilmington,90744
Avalon Gardens Elementary,Los Angeles,90061
Balboa Gifted/High Ability Magnet Elementary,Northridge,91325
Baldwin Hills Elementary,Los Angeles,90016
Hubert Howe Bancroft Middle,Los Angeles,90038
Bandini Street Elementary,San Pedro,90731
Phineas Banning Senior High,Wilmington,90744
Barton Hill Elementary,San Pedro,90731
Bassett Street Elementary,Lake Balboa,91406
Beachy Avenue Elementary,Arleta,91331
Beckford Charter for Enriched Studies,Northridge,91326
Beethoven Street Elementary,Los Angeles,90066
Bell Senior High,Bell,90201
Belvedere Elementary,Los Angeles,90063
Belvedere Middle,Los Angeles,90063
