SCH_NAME,LCITY,LZIP
Franklin Middle,Vallejo,94590
Highland Elementary,Vallejo,94590
Lincoln Elementary,Vallejo,94590
Loma Vista Environmental Science Academy,Vallejo,94589
John Finney High (Continuation),Vallejo,94590
Solano Middle,Vallejo,94589
Hogan Middle,Vallejo,94591
Steffan Manor Elementary,Vallejo,94591
Vallejo High,Vallejo,94590
Grace Patterson Elementary,Vallejo,94590
Jesse M. Bethel High,Vallejo,94591
Vallejo Adult Transition,Vallejo,94590
Glen Cove Elementary,Vallejo,94591
Joseph H. Wardlaw Elementary,Vallejo,94591
Farragut Academy,Vallejo,94590
Vallejo Charter,Vallejo,94591
Valley Home Elementary,Valley Home,95361
Pacific High,Ventura,93003
El Camino High,Ventura,93023
Anacapa Middle,Ventura,93003
Balboa Middle,Ventura,93003
Blanche Reynolds Elementary,Ventura,93003
Buena High,Ventura,93003
Cabrillo Middle,Ventura,93001
De Anza Academy of Technology and the Arts,Ventura,93001
E. P. Foster Elementary,Ventura,93001
Elmhurst Elementary,Ventura,93003
Juanamaria Elementary,Ventura,93004
Loma Vista Elementary,Ventura,93003
Montalvo Elementary,Ventura,93003
Pierpont Elementary,Ventura,93001
Poinsettia Elementary,Ventura,93003
Portola Elementary,Ventura,93003
Academy of Technology & Leadership at Saticoy,Ventura,93004
Junipero Serra Elementary,Ventura,93004
Sheridan Way Elementary,Ventura,93001
Ventura High,Ventura,93001
Will Rogers Elementary,Ventura,93003
Homestead (Alternative),Ventura,93003
Citrus Glen Elementary,Ventura,93004
Foothill Technology High,Ventura,93003
Sunset Elementary,Oak View,93022
Lincoln Elementary,Ventura,93001
Mound Elementary,Ventura,93003
Green Tree East Elementary,Victorville,92395
Brentwood Elementary,Victorville,92395
Del Rey Elementary,Victorville,92395
Irwin Academy of Performing Arts,Victorville,92395
Park View Elementary,Victorville,92395
Sixth Street Prep,Victorville,92395
Village Elementary,Victorville,92395
Discovery School of the Arts,Victorville,92392
Mountain View Montessori Charter,Victorville,92395
Liberty Elementary,Victorville,92395
Mojave Vista Elementary,Victorville,92395
Lomitas Elementary,Victorville,92395
Puesta del Sol Elementary,Victorville,92394
Challenger School of Sports and Fitness,Victorville,92394
Galileo Academy 101,Victorville,92395
Endeavour School of Exploration,Victorville,92395
West Palms Conservatory,Victorville,92392
Academy Performing Preschool,Victorville,92395
Dr. Ralph H. Baker 21st Century Learning Center,Victorville,92394
Sunset,Bakersfield,93307
Vineland Elementary,Bakersfield,93307
Hurley Elementary,Visalia,93291
La Joya Middle,Visalia,93277
Conyer Elementary,Visalia,93277
Crestwood Elementary,Visalia,93277
Crowley Elementary,Visalia,93291
Divisadero Middle,Visalia,93277
Elbow Creek Elementary,Visalia,93292
Riverway Elementary,Visalia,93291
Golden West High,Visalia,93292
Goshen Elementary,Visalia,93291
Green Acres Middle,Visalia,93291
Highland Elementary,Visalia,93291
Houston Elementary,Visalia,93291
Ivanhoe Elementary,Ivanhoe,93235
Linwood Elementary,Visalia,93277
Mineral King Elementary,Visalia,93292
Mountain View Elementary,Visalia,93277
Mt. Whitney High,Visalia,93277
Redwood High,Visalia,93291
Royal Oaks Elementary,Visalia,93277
Sequoia High,Visalia,93291
Annie R. Mitchell,Visalia,93292
Valley Oak Middle,Visalia,93292
Veva Blunt Elementary,Visalia,93277
Washington Elementary,Visalia,93277
Willow Glen Elementary,Visalia,93291
River Bend,Visalia,93292
Charter Alternatives Academy,Visalia,93292
Charter Home School Academy,Visalia,93277
Golden Oak Elementary,Visalia,93292
Pinkham Elementary,Visalia,93292
El Diamante High,Visalia,93277
Oak Grove Elementary,Visalia,93291
Four Creeks Elementary,Visalia,93291
Visalia Charter Independent Study,Visalia,93291
Cottonwood Creek Elementary,Visalia,93277
Manuel F. Hernandez,Visalia,93291
Visalia Technical Early College,Visalia,93277
Shannon Ranch Elementary,Visalia,93291
Ridgeview Middle,Visalia,93291
Global Learning Charter,Visalia,93291
Creekside Community Day,Visalia,93292
Denton Elementary,Visalia,93291
California Avenue Elementary,Vista,92083
Breeze Hill Elementary,Vista,92083
Mission Meadows Elementary,Oceanside,92056
Madison Middle,Oceanside,92056
Alta Vista High (Continuation),Vista,92084
Beaumont Elementary,Vista,92084
Bobier Elementary,Vista,92083
Casita Center for Science/Math/Technology,Vista,92083
Grapevine Elementary,Vista,92083
Rancho Minerva Middle,Vista,92084
Monte Vista Elementary,Vista,92084
Vista Academy of Visual and Performing Arts,Vista,92083
Vista Adult Transition Center,Vista,92084
Vista High,Vista,92084
Vista Innovation and Design Academy,Vista,92083
Rancho Buena Vista High,Vista,92081
Alamosa Park Elementary,Oceanside,92057
Roosevelt Middle,Oceanside,92057
Lake Elementary,Oceanside,92056
Empresa Elementary,Oceanside,92056
T.H.E Leadership Academy,Oceanside,92056
Hannalei Elementary,Vista,92083
Foothill Oak Elementary,Vista,92084
Maryland Elementary,Vista,92084
Vista Magnet Middle School of Technology Science and Math,Vista,92084
Major General Raymond Murray High,Vista,92083
Mission Vista High,Oceanside,92057
Vista Visions Academy,Vista,92084
Vista de Las Cruces,Gaviota,93117
Buena Vista Elementary,Walnut Creek,94597
Indian Valley Elementary,Walnut Creek,94598
Murwood Elementary,Walnut Creek,94596
Walnut Creek Intermediate,Walnut Creek,94597
Walnut Heights Elementary,Walnut Creek,94596
Parkmead Elementary,Walnut Creek,94595
Tice Creek,Walnut Creek,94595
Castle Rock Elementary,Diamond Bar,91765
Chaparral Middle,Diamond Bar,91765
Collegewood Elementary,Walnut Valley,91789
Cyrus J. Morris Elementary,Walnut,91789
Ron Hockwalt Academies (Continuation),Walnut,91789
Evergreen Elementary,Diamond Bar,91765
Maple Hill Elementary,Diamond Bar,91765
Suzanne Middle,Walnut,91789
Vejar Elementary,Walnut,91789
Walnut Elementary,Walnut,91789
Walnut High,Walnut,91789
Diamond Bar High,Diamond Bar,91765
Quail Summit Elementary,Diamond Bar,91765
Leonard G. Westhoff Elementary,Walnut,91789
South Pointe Middle,Walnut,91789
John L. Prueitt Elementary,Wasco,93280
Karl F. Clemens Elementary,Wasco,93280
Palm Avenue Middle,Wasco,93280
Thomas Jefferson Middle,Wasco,93280
Teresa Burke Elementary,Wasco,93280
James A. Forrest Elementary,Wasco,93280
Wasco High,Wasco,93280
Wasco Independence High,Wasco,93280
Washington Colony Elementary,Fresno,93706
Elkhorn Village Elementary,West Sacramento,95605
River City High,West Sacramento,95691
Westfield Village Elementary,West Sacramento,95691
Westmore Oaks Elementary,West Sacramento,95691
Yolo High,West Sacramento,95691
Southport Elementary,West Sacramento,95691
West Sacramento School for Independent Study,West Sacramento,95691
Bridgeway Island Elementary,West Sacramento,95691
Stonegate Elementary,West Sacramento,95691
Washington Middle College High,West Sacramento,95691
Riverbank Elementary,West Sacramento,95605
Evergreen Elementary,West Sacramento,95691
Evergreen Middle,West Sacramento,95691
San Benancio Middle,Salinas,93908
Toro Park Elementary,Salinas,93908
Washington Elementary,Salinas,93908
Toro Preschool,Salinas,93908
Corona Creek Elementary,Petaluma,94954
Meadow Elementary,Petaluma,94954
Waukena Joint Union Elementary,Tulare,93274
Pioneer Elementary,Merced,95341
Weaver Middle,Merced,95341
Farmdale Elementary,Merced,95341
Weaver Preschool,Merced,95341
Weed Elementary,Weed,96094
Hollencrest Middle,West Covina,91791
California Elementary,West Covina,91790
Cameron Elementary,West Covina,91790
Coronado High (Continuation),West Covina,91791
Merced Elementary,West Covina,91791
Merlinda Elementary,West Covina,91790
Monte Vista Elementary,West Covina,91790
Orangewood Elementary,West Covina,91790
Vine Elementary,West Covina,91791
Wescove Elementary,West Covina,91791
West Covina High,West Covina,91791
Edgewood Middle,West Covina,91790
Walnut Grove Intermediate,West Covina,91790
Edgewood High,West Covina,91790
Mt. SAC Early College Academy at West Covina,West Covina,91791
West Park Charter Academy,Fresno,93706
West Park Elementary,Fresno,93706
Hillview Middle,Palmdale,93551
Sundown Elementary,Lancaster,93536
Del Sur Senior Elementary,Lancaster,93536
Joe Walker Middle,Lancaster,93536
Leona Valley Elementary,Leona Valley,93551
Quartz Hill Elementary,Quartz Hill,93536
Valley View Elementary,Lancaster,93536
Rancho Vista Elementary,Palmdale,93551
Cottonwood Elementary,Palmdale,93551
Anaverde Hills,Palmdale,93551
Esperanza Elementary,Palmdale,93551
Gregg Anderson Academy,Palmdale,93551
Carlin C. Coppin Elementary,Lincoln,95648
Creekside Oaks Elementary,Lincoln,95648
Lincoln High,Lincoln,95648
Phoenix High (Continuation),Lincoln,95648
Sheridan Elementary,Sheridan,95681
First Street Elementary,Lincoln,95648
Glen Edwards Middle,Lincoln,95648
Twelve Bridges Elementary,Lincoln,95648
Foskett Ranch Elementary,Lincoln,95648
Twelve Bridges Middle,Lincoln,95648
Lincoln Crossing Elementary,Lincoln,95648
ATLAS Learning Academy,Lincoln,95648
Jessie Hayden Elementary,Midway City,92655
Willmore Elementary,Westminster,92683
Anderson Elementary,Garden Grove,92844
Helen Stacey Middle,Huntington Beach,92647
Demille Elementary,Midway City,92655
Eastwood Elementary,Westminster,92683
Fryberger Elementary,Westminster,92683
Johnson Middle,Westminster,92683
Meairs Elementary,Garden Grove,92844
Schmitt Elementary,Westminster,92683
Schroeder Elementary,Huntington Beach,92647
Sequoia Elementary,Westminster,92683
Warner Middle,Westminster,92683
Webber Elementary,Westminster,92683
Finley Elementary,Westminster,92683
Ada Clegg Elementary,Huntington Beach,92647
John F. Land,Westminster,92683
Westmorland Elementary,Westmorland,92281
Westside Elementary,Five Points,93624
West Side Elementary,Healdsburg,95448
Fletcher Walker Elementary,Westwood,96137
Westwood High,Westwood,96137
Bear River,Wheatland,95692
Lone Tree Elementary,Beale AFB,95903
Wheatland Elementary,Wheatland,95692
Wheatland Charter Academy,Beale AFB,95903
Wheatland Union High,Wheatland,95692
Wheatland Community Day High,Wheatland,95692
Edward P. Duplex,Wheatland,95692
Whitmore Elementary,Whitmore,96096
Walter F. Dexter Middle,Whittier,90601
Katherine Edwards Middle,Whittier,90606
Lou Henry Hoover Elementary,Whittier,90601
Lydia Jackson Elementary,Whittier,90602
Longfellow Elementary,Whittier,90601
Mill Elementary,Whittier,90601
Wallen L. Andrews Elementary,Whittier,90601
Orange Grove Elementary,Whittier,90601
Daniel Phelan Elementary,Whittier,90606
Christian Sorensen Elementary,Whittier,90606
West Whittier Elementary,Whittier,90606
Whittier Area Community Day,Whittier,90606
Whittier Independent Study,Whittier,90606
Early Childhood Education Center,Whittier,90606
Sierra Vista High (Alternative),Whittier,90605
California High,Whittier,90604
La Serna High,Whittier,90605
Pioneer High,Whittier,90606
Santa Fe High,Santa Fe Springs,90670
Whittier High,Whittier,90601
Frontier High (Continuation),Whittier,90605
Valencia High,Valencia,91355
La Mesa Junior High,Santa Clarita,91351
Arroyo Seco Junior High,Valencia,91354
Bowman (Jereann) High (Continuation),Santa Clarita,91350
Canyon High,Canyon Country,91351
William S. Hart High,Newhall,91321
Placerita Junior High,Newhall,91321
Saugus High,Saugus,91350
Sierra Vista Junior High,Canyon Country,91351
Learning Post High (Alternative),Santa Clarita,91355
Academy of the Canyons,Santa Clarita,91355
Golden Valley High,Santa Clarita,91321
Rancho Pico Junior High,Stevenson Ranch,91381
West Ranch High,Valencia,91381
Rio Norte Junior High,Santa Clarita,91354
Sequoia School,Santa Clarita,91350
Castaic High,Castaic,91384
Mid Valley High (Continuation),Williams,95987
Williams Primary Elementary,Williams,95987
Williams Junior/Senior High,Williams,95987
Williams Upper Elementary,Williams,95987
Baechtel Grove Middle,Willits,95490
Brookside Elementary,Willits,95490
Willits High,Willits,95490
Sherwood,Willits,95490
Blosser Lane Elementary,Willits,95490
Sanhedrin Alternative,Willits,95490
Laytonville Continuation High,Laytonville,95454
Laytonville Elementary,Laytonville,95454
Laytonville High,Laytonville,95454
Spy Rock Elementary,Laytonville,95454
Branscomb Elementary,Laytonville,95454
Willow Creek Elementary,Montague,96064
Willow Grove Elementary,Paicines,95043
Murdock Elementary,Willows,95988
Willows High,Willows,95988
Willows Intermediate,Willows,95988
Willows Community High,Willows,95988
Wilson Elementary,Petaluma,94952
Challenger Middle,Lancaster,93535
Vista San Gabriel Elementary,Palmdale,93591
Wilsona Achievement Academy,Lancaster,93535
Robbins Elementary,Robbins,95676
Shirley Rominger Intermediate,Winters,95694
Winters High,Winters,95694
Winters Middle,Winters,95694
Wolfskill High,Winters,95694
Waggoner Elementary,Winters,95694
Frank Sparkes Elementary,Winton,95388
Sybil N. Crookham Elementary,Winton,95388
Winton Middle,Winton,95388
Winfield Elementary,Winton,95388
Beamer Elementary,Woodland,95695
Dingle Elementary,Woodland,95695
Freeman Elementary,Woodland,95695
Gibson Elementary,Woodland,95695
Lee Middle,Woodland,95695
Plainfield Elementary,Woodland,95695
Rhoda Maxwell Elementary,Woodland,95695
T. L. Whitehead Elementary,Woodland,95695
Cache Creek High (Continuation),Yolo,95697
Woodland Senior High,Woodland,95695
Zamora Elementary,Woodland,95695
Douglass Middle,Woodland,95695
Woodland Community Day,Woodland,95695
Ramon S. Tafoya Elementary,Woodland,95776
Woodland Prairie Elementary,Woodland,95695
Pioneer High,Woodland,95776
Science & Technology Academy at Knights Landing,Knights Landing,95645
Woodland Middle Grade Community Day,Woodland,95695
Spring Lake Elementary,Woodland,95776
Woodside Elementary,Woodside,94062
Woodville Elementary,Porterville,93257
Robert L. Stevens Elementary,Santa Rosa,95407
J. X. Wilson Elementary,Santa Rosa,95401
Wright Charter,Santa Rosa,95407
Evergreen Elementary,Yreka,96097
Jackson Street Elementary,Yreka,96097
Yreka Community Day,Yreka,96097
Yreka High,Yreka,96097
Yreka Union High Community Day,Yreka,96097
Discovery High,Yreka,96097
Butte Vista Elementary,Yuba City,95993
Albert Powell Continuation,Yuba City,95991
April Lane Elementary,Yuba City,95991
Barry Elementary,Yuba City,95991
Bridge Street Elementary,Yuba City,95991
Central Gaither Elementary,Yuba City,95993
Gray Avenue Middle,Yuba City,95991
King Avenue Elementary,Yuba City,95991
Lincoln Elementary,Yuba City,95993
Lincrest Elementary,Yuba City,95991
Park Avenue Elementary,Yuba City,95991
Tierra Buena Elementary,Yuba City,95993
Yuba City High,Yuba City,95991
Yuba City Independence Academy,Yuba City,95991
Andros Karperos,Yuba City,95993
River Valley High,Yuba City,95993
Riverbend Elementary,Yuba City,95991
Yuba City Special Education Preschool,Yuba City,95993
Park View Middle,Yucaipa,92399
Calimesa Elementary,Yucaipa,92399
Dunlap Elementary,Yucaipa,92399
Green Valley High,Yucaipa,92399
Valley Elementary,Yucaipa,92399
Yucaipa High,Yucaipa,92399
Wildwood Elementary,Yucaipa,92399
Ridgeview Elementary,Yucaipa,92399
Green Valley Independent Study,Yucaipa,92399
Oak View High School & Education Center,Yucaipa,92399
Chapman Heights Elementary,Yucaipa,92399
Mesa View Middle,Calimesa,92399
Yucaipa Early Childhood Education Center,Yucaipa,92399
Competitive Edge Charter Academy (CECA),Yucaipa,92399
South Lake Middle,Irvine,92614
Stonegate Elementary,Irvine,92620
Bonita Canyon Elementary,Irvine,92603
College Park Elementary,Irvine,92606
Culverdale Elementary,Irvine,92614
Deerfield Elementary,Irvine,92604
Eastshore Elementary,Irvine,92604
Woodbury Elementary,Irvine,92620
Greentree Elementary,Irvine,92604
Irvine High,Irvine,92604
Lakeside Middle,Irvine,92604
Rancho San Joaquin Middle,Irvine,92612
Creekside High,Irvine,92606
Santiago Hills Elementary,Irvine,92620
Stone Creek Elementary,Irvine,92604
Turtle Rock Elementary,Irvine,92603
University High,Irvine,92612
University Park Elementary,Irvine,92612
Venado Middle,Irvine,92604
Vista Verde,Irvine,92603
Alderwood Elementary,Irvine,92603
Northwood Elementary,Irvine,92620
Sierra Vista Middle,Irvine,92620
Woodbridge High,Irvine,92604
Canyon View Elementary,Irvine,92620
Northwood High,Irvine,92620
Plaza Vista,Irvine,92606
Brywood Elementary,Irvine,92620
Meadow Park Elementary,Irvine,92614
Alternative Education-San Joaquin High,Irvine,92606
Springbrook Elementary,Irvine,92604
Westpark Elementary,Irvine,92614
Oak Creek Elementary,Irvine,92618
Early Childhood Learning Center,Irvine,92604
Irvine Adult Transition Programs,Irvine,92604
Jeffrey Trail Middle,Irvine,92620
Cypress Village Elementary,Irvine,92620
Portola Springs Elementary,Irvine,92618
Portola High,Irvine,92618
Beacon Park,Irvine,92618
Eastwood Elementary,Irvine,92620
Cadence Park,Irvine,92618
